location,datetime,tempmax,dew,humidity,solarradiation
colombo,2016-01-01,30.1,22.7,78.0,205.0
colombo,2016-01-02,30.1,22.9,81.0,203.2
colombo,2016-01-03,31.0,22.1,76.0,231.1
colombo,2016-01-04,31.3,22.8,77.0,224.8
colombo,2016-01-05,30.5,23.0,80.0,218.1
colombo,2016-01-06,30.9,23.6,84.0,225.0
colombo,2016-01-07,30.4,23.1,82.0,188.2
colombo,2016-01-08,31.1,21.8,74.0,224.0
colombo,2016-01-09,31.7,21.7,72.0,245.7
colombo,2016-01-10,30.0,22.1,75.0,154.6
colombo,2016-01-11,31.5,21.3,70.0,241.2
colombo,2016-01-12,31.4,20.2,67.0,257.2
colombo,2016-01-13,30.3,19.0,66.0,211.0
colombo,2016-01-14,30.7,19.1,66.0,246.0
colombo,2016-01-15,30.5,19.2,67.0,231.7
colombo,2016-01-16,31.5,20.4,68.0,268.7
colombo,2016-01-17,31.9,20.5,70.0,268.9
colombo,2016-01-18,32.0,20.7,73.0,272.2
colombo,2016-01-19,32.0,21.8,74.0,260.4
colombo,2016-01-20,32.3,22.5,74.0,242.3
colombo,2016-01-21,32.4,22.4,72.0,220.2
colombo,2016-01-22,32.4,22.0,71.0,228.0
colombo,2016-01-23,32.2,22.8,76.0,223.0
colombo,2016-01-24,33.0,23.2,76.0,232.7
colombo,2016-01-25,32.8,23.6,79.0,236.3
colombo,2016-01-26,32.7,22.9,74.0,253.3
colombo,2016-01-27,33.5,19.9,66.0,282.7
colombo,2016-01-28,32.1,19.4,67.0,275.8
colombo,2016-01-29,31.9,19.8,67.0,258.8
colombo,2016-01-30,32.3,17.9,58.0,251.4
colombo,2016-01-31,32.7,18.7,59.0,260.3
colombo,2016-02-01,32.5,18.7,59.0,245.7
colombo,2016-02-02,33.0,17.9,56.0,257.2
colombo,2016-02-03,33.4,16.3,53.0,276.5
colombo,2016-02-04,33.2,17.8,57.0,275.5
colombo,2016-02-05,32.4,20.1,63.0,216.5
colombo,2016-02-06,33.5,21.3,66.0,234.2
colombo,2016-02-07,32.2,22.3,69.0,150.3
colombo,2016-02-08,33.7,22.5,70.0,250.3
colombo,2016-02-09,32.5,22.8,74.0,232.8
colombo,2016-02-10,32.8,22.9,73.0,247.6
colombo,2016-02-11,33.3,22.4,72.0,264.6
colombo,2016-02-12,34.4,21.2,66.0,280.1
colombo,2016-02-13,32.5,22.1,70.0,243.8
colombo,2016-02-14,32.7,21.7,67.0,245.2
colombo,2016-02-15,32.4,23.1,77.0,210.9
colombo,2016-02-16,31.4,22.0,73.0,202.5
colombo,2016-02-17,32.6,23.0,76.0,199.6
colombo,2016-02-18,31.4,23.7,80.0,218.2
colombo,2016-02-19,31.2,23.5,81.0,255.8
colombo,2016-02-20,31.2,23.7,83.0,226.7
colombo,2016-02-21,33.0,23.2,77.0,287.4
colombo,2016-02-22,33.7,23.4,76.0,287.4
colombo,2016-02-23,31.4,23.1,76.0,239.8
colombo,2016-02-24,32.3,22.5,72.0,251.4
colombo,2016-02-25,32.3,23.5,77.0,250.5
colombo,2016-02-26,32.8,23.6,77.0,286.1
colombo,2016-02-27,33.5,22.7,73.0,275.1
colombo,2016-02-28,33.4,22.6,70.0,261.4
colombo,2016-02-29,34.0,23.4,75.0,268.4
colombo,2016-03-01,33.6,23.0,74.0,267.8
colombo,2016-03-02,34.6,22.4,69.0,284.5
colombo,2016-03-03,34.9,21.9,66.0,276.5
colombo,2016-03-04,34.5,23.1,73.0,243.9
colombo,2016-03-05,33.7,23.5,77.0,241.7
colombo,2016-03-06,31.8,23.9,79.0,268.9
colombo,2016-03-07,32.2,23.4,75.0,252.6
colombo,2016-03-08,31.8,24.0,79.0,244.0
colombo,2016-03-09,32.1,23.7,76.0,274.9
colombo,2016-03-10,33.0,24.5,76.0,250.3
colombo,2016-03-11,32.3,24.7,79.0,245.2
colombo,2016-03-12,31.7,24.0,78.0,252.1
colombo,2016-03-13,32.3,24.0,77.0,249.7
colombo,2016-03-14,33.1,23.7,73.0,267.5
colombo,2016-03-15,32.6,23.1,72.0,268.5
colombo,2016-03-16,32.8,23.4,74.0,257.7
colombo,2016-03-17,33.5,23.7,73.0,265.2
colombo,2016-03-18,34.5,23.4,71.0,266.9
colombo,2016-03-19,31.4,23.8,75.0,246.8
colombo,2016-03-20,34.2,22.8,70.0,271.7
colombo,2016-03-21,34.1,22.9,69.0,260.0
colombo,2016-03-22,32.5,22.7,67.0,245.6
colombo,2016-03-23,34.1,22.5,68.0,254.3
colombo,2016-03-24,34.5,22.7,66.0,273.6
colombo,2016-03-25,34.8,22.4,66.0,287.9
colombo,2016-03-26,34.5,23.0,69.0,290.2
colombo,2016-03-27,33.8,23.4,70.0,237.3
colombo,2016-03-28,33.0,24.0,75.0,248.4
colombo,2016-03-29,33.2,23.8,76.0,256.4
colombo,2016-03-30,32.1,24.1,79.0,227.1
colombo,2016-03-31,32.1,23.6,76.0,262.2
colombo,2016-04-01,31.8,23.9,77.0,252.6
colombo,2016-04-02,33.1,23.6,73.0,280.0
colombo,2016-04-03,33.5,23.6,72.0,277.2
colombo,2016-04-04,32.5,24.0,76.0,254.1
colombo,2016-04-05,33.1,24.2,80.0,234.8
colombo,2016-04-06,33.2,24.3,78.0,273.3
colombo,2016-04-07,32.4,24.5,79.0,245.4
colombo,2016-04-08,32.7,24.1,75.0,261.8
colombo,2016-04-09,33.7,24.0,73.0,282.3
colombo,2016-04-10,33.1,24.2,77.0,255.1
colombo,2016-04-11,32.6,24.1,75.0,269.0
colombo,2016-04-12,33.1,24.5,75.0,254.2
colombo,2016-04-13,33.1,25.2,77.0,245.3
colombo,2016-04-14,32.4,25.0,77.0,248.4
colombo,2016-04-15,33.1,24.8,77.0,242.0
colombo,2016-04-16,32.1,24.7,79.0,241.4
colombo,2016-04-17,32.8,24.9,79.0,239.4
colombo,2016-04-18,32.8,24.5,76.0,261.3
colombo,2016-04-19,33.1,24.6,80.0,212.4
colombo,2016-04-20,32.5,25.0,84.0,212.0
colombo,2016-04-21,31.9,24.8,83.0,244.6
colombo,2016-04-22,32.0,25.0,81.0,243.5
colombo,2016-04-23,31.3,25.5,83.0,218.2
colombo,2016-04-24,32.8,25.1,79.0,243.9
colombo,2016-04-25,33.5,24.5,75.0,258.4
colombo,2016-04-26,31.7,24.6,79.0,220.8
colombo,2016-04-27,33.3,24.5,78.0,254.8
colombo,2016-04-28,32.8,24.9,80.0,258.1
colombo,2016-04-29,32.9,24.2,75.0,264.1
colombo,2016-04-30,33.2,24.6,80.0,255.8
colombo,2016-05-01,32.1,25.0,83.0,245.6
colombo,2016-05-02,31.1,25.2,85.0,216.7
colombo,2016-05-03,31.7,25.2,83.0,240.2
colombo,2016-05-04,31.4,25.1,85.0,243.9
colombo,2016-05-05,31.8,25.1,85.0,252.6
colombo,2016-05-06,30.8,24.9,84.0,219.0
colombo,2016-05-07,30.2,24.8,84.0,120.9
colombo,2016-05-08,31.5,25.0,86.0,212.0
colombo,2016-05-09,31.7,25.1,86.0,221.4
colombo,2016-05-10,30.9,24.9,88.0,183.8
colombo,2016-05-11,29.8,24.8,89.0,143.4
colombo,2016-05-12,28.8,24.4,90.0,97.1
colombo,2016-05-13,30.0,24.6,89.0,188.7
colombo,2016-05-14,27.0,24.9,94.0,41.5
colombo,2016-05-15,26.5,24.3,91.0,26.1
colombo,2016-05-16,27.1,24.6,88.0,43.7
colombo,2016-05-17,28.7,25.0,91.0,106.3
colombo,2016-05-18,30.0,25.0,87.0,191.8
colombo,2016-05-19,29.5,25.3,91.0,130.3
colombo,2016-05-20,29.7,25.0,87.0,153.6
colombo,2016-05-21,29.2,25.2,90.0,150.8
colombo,2016-05-22,30.3,25.4,89.0,171.8
colombo,2016-05-23,30.1,25.4,88.0,182.7
colombo,2016-05-24,29.1,25.0,89.0,145.8
colombo,2016-05-25,30.1,24.8,85.0,199.7
colombo,2016-05-26,30.2,25.3,86.0,194.4
colombo,2016-05-27,27.9,25.0,90.0,143.6
colombo,2016-05-28,28.8,24.5,89.0,114.7
colombo,2016-05-29,28.7,24.5,88.0,148.2
colombo,2016-05-30,29.5,24.7,88.0,193.9
colombo,2016-05-31,28.4,24.8,90.0,123.5
colombo,2016-06-01,29.5,25.0,89.0,186.5
colombo,2016-06-02,29.4,24.9,88.0,182.9
colombo,2016-06-03,29.1,24.8,88.0,163.5
colombo,2016-06-04,29.3,24.8,87.0,189.9
colombo,2016-06-05,28.3,25.0,89.0,207.2
colombo,2016-06-06,29.0,24.2,86.0,197.7
colombo,2016-06-07,29.1,24.5,86.0,191.9
colombo,2016-06-08,28.6,24.3,89.0,179.1
colombo,2016-06-09,29.3,24.3,86.0,196.7
colombo,2016-06-10,29.4,24.7,86.0,215.1
colombo,2016-06-11,29.5,24.4,84.0,206.4
colombo,2016-06-12,29.5,24.6,90.0,164.3
colombo,2016-06-13,29.4,24.3,88.0,181.3
colombo,2016-06-14,29.4,24.9,86.0,213.1
colombo,2016-06-15,29.2,24.3,82.0,231.7
colombo,2016-06-16,29.3,24.5,84.0,184.9
colombo,2016-06-17,28.2,24.5,86.0,179.5
colombo,2016-06-18,28.2,24.2,88.0,129.9
colombo,2016-06-19,28.8,24.2,85.0,222.1
colombo,2016-06-20,27.9,24.0,87.0,171.8
colombo,2016-06-21,28.5,24.2,88.0,184.4
colombo,2016-06-22,29.1,24.3,86.0,212.5
colombo,2016-06-23,29.2,23.6,82.0,234.3
colombo,2016-06-24,28.8,23.6,82.0,202.6
colombo,2016-06-25,29.1,23.7,82.0,221.9
colombo,2016-06-26,29.0,24.4,85.0,226.0
colombo,2016-06-27,29.1,24.3,86.0,228.4
colombo,2016-06-28,28.2,24.0,88.0,173.2
colombo,2016-06-29,28.5,24.6,88.0,150.4
colombo,2016-06-30,29.1,25.0,89.0,203.9
colombo,2016-07-01,29.1,24.9,90.0,204.6
colombo,2016-07-02,29.7,24.8,86.0,250.1
colombo,2016-07-03,30.1,24.6,85.0,253.3
colombo,2016-07-04,29.8,24.8,86.0,236.1
colombo,2016-07-05,29.4,24.3,85.0,247.0
colombo,2016-07-06,29.2,24.2,84.0,231.3
colombo,2016-07-07,29.6,24.2,83.0,254.4
colombo,2016-07-08,28.8,24.2,86.0,163.8
colombo,2016-07-09,28.9,24.8,87.0,197.8
colombo,2016-07-10,28.7,24.6,88.0,198.0
colombo,2016-07-11,29.1,24.4,85.0,229.0
colombo,2016-07-12,29.1,24.4,86.0,212.7
colombo,2016-07-13,28.5,24.2,86.0,212.5
colombo,2016-07-14,28.8,24.1,86.0,209.4
colombo,2016-07-15,28.4,24.1,88.0,176.4
colombo,2016-07-16,27.6,23.6,86.0,151.9
colombo,2016-07-17,28.2,23.6,88.0,148.0
colombo,2016-07-18,28.3,23.9,87.0,196.9
colombo,2016-07-19,28.9,23.4,82.0,240.5
colombo,2016-07-20,28.7,23.7,84.0,243.4
colombo,2016-07-21,28.5,23.6,83.0,215.7
colombo,2016-07-22,28.7,22.9,80.0,243.1
colombo,2016-07-23,28.4,23.3,84.0,199.4
colombo,2016-07-24,27.3,23.4,87.0,143.1
colombo,2016-07-25,28.1,23.5,86.0,161.5
colombo,2016-07-26,27.8,23.4,89.0,153.1
colombo,2016-07-27,27.7,23.5,89.0,176.4
colombo,2016-07-28,28.3,23.6,87.0,156.4
colombo,2016-07-29,28.9,23.9,87.0,191.7
colombo,2016-07-30,28.5,23.7,85.0,181.8
colombo,2016-07-31,28.1,23.8,87.0,202.9
colombo,2016-08-01,28.6,23.6,82.0,202.7
colombo,2016-08-02,29.0,23.7,82.0,235.4
colombo,2016-08-03,29.0,23.4,82.0,226.8
colombo,2016-08-04,28.8,24.1,85.0,211.3
colombo,2016-08-05,29.1,24.1,85.0,232.4
colombo,2016-08-06,29.6,24.1,83.0,271.2
colombo,2016-08-07,29.3,24.1,83.0,257.9
colombo,2016-08-08,29.3,24.3,85.0,239.3
colombo,2016-08-09,28.9,24.2,85.0,218.8
colombo,2016-08-10,29.1,24.1,84.0,251.3
colombo,2016-08-11,29.0,24.1,84.0,246.0
colombo,2016-08-12,28.7,24.0,85.0,197.4
colombo,2016-08-13,28.4,24.0,86.0,210.1
colombo,2016-08-14,28.5,24.2,87.0,209.8
colombo,2016-08-15,28.5,24.0,86.0,195.3
colombo,2016-08-16,28.2,24.0,85.0,207.8
colombo,2016-08-17,29.0,24.0,84.0,220.5
colombo,2016-08-18,28.7,23.8,84.0,219.9
colombo,2016-08-19,28.5,23.4,81.0,233.1
colombo,2016-08-20,28.5,23.7,84.0,219.6
colombo,2016-08-21,28.7,24.0,86.0,217.9
colombo,2016-08-22,28.4,24.1,86.0,183.8
colombo,2016-08-23,28.7,24.0,87.0,203.5
colombo,2016-08-24,28.8,24.0,86.0,232.4
colombo,2016-08-25,28.1,23.9,87.0,196.0
colombo,2016-08-26,28.0,23.8,87.0,196.8
colombo,2016-08-27,28.0,22.9,83.0,178.4
colombo,2016-08-28,28.4,23.6,86.0,224.7
colombo,2016-08-29,28.2,23.5,85.0,250.6
colombo,2016-08-30,27.8,23.8,89.0,201.1
colombo,2016-08-31,28.1,23.7,89.0,183.4
colombo,2016-09-01,27.9,23.4,87.0,188.4
colombo,2016-09-02,27.5,23.7,89.0,147.4
colombo,2016-09-03,27.8,23.5,87.0,170.5
colombo,2016-09-04,28.5,23.8,89.0,184.5
colombo,2016-09-05,28.4,23.7,85.0,249.2
colombo,2016-09-06,28.5,23.7,85.0,230.1
colombo,2016-09-07,28.4,23.1,83.0,232.0
colombo,2016-09-08,27.9,22.2,80.0,197.3
colombo,2016-09-09,28.1,22.7,82.0,236.3
colombo,2016-09-10,28.3,23.3,84.0,203.1
colombo,2016-09-11,28.7,23.5,84.0,237.2
colombo,2016-09-12,28.5,23.7,86.0,226.5
colombo,2016-09-13,28.6,23.6,85.0,229.1
colombo,2016-09-14,28.6,23.7,84.0,217.6
colombo,2016-09-15,28.8,24.3,86.0,219.8
colombo,2016-09-16,28.8,23.6,84.0,243.0
colombo,2016-09-17,28.7,23.9,87.0,218.2
colombo,2016-09-18,27.5,23.7,87.0,175.3
colombo,2016-09-19,28.5,23.5,84.0,214.4
colombo,2016-09-20,28.3,24.1,86.0,199.9
colombo,2016-09-21,28.6,23.7,84.0,233.6
colombo,2016-09-22,28.7,23.5,83.0,252.9
colombo,2016-09-23,28.7,23.6,83.0,222.0
colombo,2016-09-24,28.7,23.7,84.0,244.1
colombo,2016-09-25,28.7,23.9,85.0,232.9
colombo,2016-09-26,28.8,23.9,85.0,228.0
colombo,2016-09-27,28.9,24.1,85.0,220.1
colombo,2016-09-28,28.9,23.8,85.0,201.0
colombo,2016-09-29,28.5,23.8,88.0,192.5
colombo,2016-09-30,28.6,23.9,86.0,219.0
colombo,2016-10-01,28.9,23.4,83.0,233.1
colombo,2016-10-02,28.8,23.5,84.0,223.9
colombo,2016-10-03,28.7,23.5,85.0,213.4
colombo,2016-10-04,29.3,23.6,85.0,232.6
colombo,2016-10-05,29.2,23.7,83.0,217.7
colombo,2016-10-06,29.6,23.7,83.0,240.1
colombo,2016-10-07,29.1,22.3,77.0,253.6
colombo,2016-10-08,29.6,22.1,75.0,236.6
colombo,2016-10-09,29.2,23.7,83.0,194.5
colombo,2016-10-10,29.4,23.1,79.0,234.5
colombo,2016-10-11,29.7,22.6,76.0,265.6
colombo,2016-10-12,30.1,22.7,77.0,237.5
colombo,2016-10-13,30.1,22.9,78.0,234.9
colombo,2016-10-14,30.0,23.7,82.0,225.4
colombo,2016-10-15,29.8,23.6,85.0,219.3
colombo,2016-10-16,29.8,24.1,88.0,216.8
colombo,2016-10-17,29.9,23.9,88.0,222.4
colombo,2016-10-18,30.3,23.7,85.0,234.3
colombo,2016-10-19,29.3,24.0,86.0,198.0
colombo,2016-10-20,29.4,23.4,82.0,217.5
colombo,2016-10-21,29.3,23.5,84.0,217.4
colombo,2016-10-22,28.9,23.2,82.0,210.3
colombo,2016-10-23,28.2,23.3,86.0,187.3
colombo,2016-10-24,27.9,23.2,89.0,143.6
colombo,2016-10-25,28.8,23.4,86.0,180.3
colombo,2016-10-26,29.7,23.1,82.0,231.4
colombo,2016-10-27,29.3,23.6,85.0,232.6
colombo,2016-10-28,29.6,23.2,79.0,233.6
colombo,2016-10-29,29.0,24.0,85.0,189.2
colombo,2016-10-30,28.6,23.7,89.0,193.0
colombo,2016-10-31,28.7,23.8,90.0,183.3
colombo,2016-11-01,28.7,23.3,86.0,156.0
colombo,2016-11-02,28.7,23.5,88.0,188.4
colombo,2016-11-03,28.4,23.5,91.0,111.4
colombo,2016-11-04,27.3,23.6,92.0,89.6
colombo,2016-11-05,28.7,23.8,88.0,179.0
colombo,2016-11-06,28.6,24.1,91.0,137.6
colombo,2016-11-07,29.8,23.7,84.0,224.9
colombo,2016-11-08,29.6,23.2,86.0,236.7
colombo,2016-11-09,29.8,22.9,85.0,239.3
colombo,2016-11-10,30.1,22.7,82.0,249.1
colombo,2016-11-11,30.0,23.8,85.0,235.4
colombo,2016-11-12,29.2,23.9,87.0,184.9
colombo,2016-11-13,28.8,24.1,90.0,173.6
colombo,2016-11-14,29.8,24.0,89.0,213.8
colombo,2016-11-15,29.5,23.8,89.0,205.5
colombo,2016-11-16,30.1,23.4,87.0,201.2
colombo,2016-11-17,29.2,23.6,89.0,148.1
colombo,2016-11-18,30.4,23.5,86.0,215.7
colombo,2016-11-19,27.3,23.6,91.0,83.5
colombo,2016-11-20,28.5,23.8,92.0,120.4
colombo,2016-11-21,28.2,23.6,90.0,118.0
colombo,2016-11-22,29.4,23.9,90.0,166.7
colombo,2016-11-23,30.0,24.1,89.0,199.8
colombo,2016-11-24,29.9,23.2,83.0,220.2
colombo,2016-11-25,31.0,22.6,78.0,238.0
colombo,2016-11-26,29.2,22.4,79.0,158.5
colombo,2016-11-27,30.0,22.4,78.0,257.9
colombo,2016-11-28,28.7,21.8,80.0,229.3
colombo,2016-11-29,27.3,20.7,78.0,134.7
colombo,2016-11-30,27.0,19.4,73.0,120.8
colombo,2016-12-01,27.3,18.4,71.0,162.9
colombo,2016-12-02,29.2,21.9,81.0,218.3
colombo,2016-12-03,29.8,21.9,80.0,244.7
colombo,2016-12-04,30.1,23.0,83.0,218.6
colombo,2016-12-05,31.2,22.2,78.0,258.2
colombo,2016-12-06,30.9,20.8,71.0,249.1
colombo,2016-12-07,30.8,21.0,73.0,221.8
colombo,2016-12-08,29.4,23.1,84.0,203.1
colombo,2016-12-09,28.1,23.4,88.0,178.4
colombo,2016-12-10,29.1,23.4,86.0,207.3
colombo,2016-12-11,29.2,22.9,81.0,207.2
colombo,2016-12-12,28.8,22.3,77.0,212.3
colombo,2016-12-13,28.5,22.4,81.0,183.3
colombo,2016-12-14,29.1,22.3,80.0,188.4
colombo,2016-12-15,30.1,21.0,77.0,248.5
colombo,2016-12-16,30.5,22.2,81.0,225.6
colombo,2016-12-17,30.6,22.4,77.0,220.1
colombo,2016-12-18,31.1,21.2,71.0,232.6
colombo,2016-12-19,28.6,21.0,76.0,173.6
colombo,2016-12-20,30.0,23.3,84.0,180.6
colombo,2016-12-21,29.7,23.2,85.0,214.0
colombo,2016-12-22,30.7,22.5,78.0,233.3
colombo,2016-12-23,29.9,20.0,73.0,271.1
colombo,2016-12-24,29.5,17.1,66.0,273.6
colombo,2016-12-25,29.3,17.9,69.0,268.9
colombo,2016-12-26,30.6,19.7,70.0,246.9
colombo,2016-12-27,30.6,22.9,81.0,165.5
colombo,2016-12-28,30.6,23.6,87.0,187.1
colombo,2016-12-29,30.6,23.2,83.0,190.7
colombo,2016-12-30,31.3,21.5,74.0,240.9
colombo,2016-12-31,31.4,20.8,71.0,243.9
colombo,2017-01-01,30.9,22.4,78.0,206.3
colombo,2017-01-02,30.5,22.0,78.0,239.8
colombo,2017-01-03,30.9,21.9,76.0,213.6
colombo,2017-01-04,28.7,20.9,77.0,267.5
colombo,2017-01-05,30.0,18.2,69.0,274.7
colombo,2017-01-06,30.0,18.9,72.0,273.9
colombo,2017-01-07,30.9,18.1,68.0,276.3
colombo,2017-01-08,31.2,15.6,59.0,281.5
colombo,2017-01-09,29.2,17.9,69.0,278.6
colombo,2017-01-10,28.5,19.3,77.0,272.4
colombo,2017-01-11,29.0,19.7,74.0,273.1
colombo,2017-01-12,28.4,20.7,80.0,272.5
colombo,2017-01-13,30.2,19.9,76.0,274.4
colombo,2017-01-14,29.4,19.4,73.0,266.0
colombo,2017-01-15,31.5,20.2,72.0,269.9
colombo,2017-01-16,32.3,19.3,64.0,258.8
colombo,2017-01-17,31.1,17.4,61.0,278.4
colombo,2017-01-18,31.8,17.0,59.0,271.9
colombo,2017-01-19,32.5,19.7,69.0,263.4
colombo,2017-01-20,30.7,20.9,73.0,201.2
colombo,2017-01-21,29.8,23.3,85.0,160.4
colombo,2017-01-22,29.5,23.1,85.0,147.3
colombo,2017-01-23,29.9,21.9,79.0,126.7
colombo,2017-01-24,30.6,22.0,80.0,180.1
colombo,2017-01-25,28.8,23.2,88.0,129.4
colombo,2017-01-26,29.5,23.1,84.0,188.9
colombo,2017-01-27,27.8,23.4,91.0,103.1
colombo,2017-01-28,29.2,23.4,88.0,187.2
colombo,2017-01-29,30.0,23.9,88.0,244.6
colombo,2017-01-30,28.7,23.5,89.0,181.2
colombo,2017-01-31,29.3,23.0,87.0,250.6
colombo,2017-02-01,28.4,21.8,84.0,276.9
colombo,2017-02-02,30.1,19.8,73.0,287.7
colombo,2017-02-03,30.5,17.7,64.0,294.2
colombo,2017-02-04,30.5,18.7,69.0,285.8
colombo,2017-02-05,29.4,19.5,73.0,263.6
colombo,2017-02-06,28.8,20.7,78.0,283.1
colombo,2017-02-07,28.4,19.3,75.0,292.0
colombo,2017-02-08,28.5,20.4,80.0,255.0
colombo,2017-02-09,28.7,20.7,77.0,285.9
colombo,2017-02-10,28.8,20.6,77.0,274.8
colombo,2017-02-11,29.5,21.0,74.0,285.0
colombo,2017-02-12,29.8,19.6,68.0,290.6
colombo,2017-02-13,31.4,20.2,70.0,284.6
colombo,2017-02-14,31.5,22.6,80.0,223.2
colombo,2017-02-15,31.5,21.8,73.0,226.0
colombo,2017-02-16,34.3,19.2,60.0,264.4
colombo,2017-02-17,34.0,19.2,59.0,284.0
colombo,2017-02-18,32.7,20.6,68.0,238.2
colombo,2017-02-19,31.0,22.5,81.0,154.6
colombo,2017-02-20,28.0,23.1,86.0,142.5
colombo,2017-02-21,28.7,22.5,83.0,227.0
colombo,2017-02-22,29.5,22.4,83.0,283.5
colombo,2017-02-23,29.5,23.0,82.0,253.4
colombo,2017-02-24,29.2,23.2,84.0,232.1
colombo,2017-02-25,30.5,22.9,83.0,237.5
colombo,2017-02-26,27.9,22.8,85.0,106.7
colombo,2017-02-27,31.4,21.7,75.0,201.4
colombo,2017-02-28,31.8,22.8,81.0,180.8
colombo,2017-03-01,29.3,22.8,83.0,152.1
colombo,2017-03-02,29.4,23.2,83.0,258.6
colombo,2017-03-03,30.0,23.6,86.0,231.6
colombo,2017-03-04,28.8,23.8,88.0,212.1
colombo,2017-03-05,29.9,23.8,84.0,290.6
colombo,2017-03-06,30.0,24.0,83.0,275.8
colombo,2017-03-07,29.8,23.9,82.0,250.5
colombo,2017-03-08,30.2,23.8,83.0,226.0
colombo,2017-03-09,29.5,24.1,85.0,233.3
colombo,2017-03-10,29.8,23.9,86.0,224.7
colombo,2017-03-11,28.1,23.6,87.0,213.7
colombo,2017-03-12,29.8,23.8,86.0,230.9
colombo,2017-03-13,30.0,24.0,87.0,239.6
colombo,2017-03-14,29.9,23.6,85.0,229.3
colombo,2017-03-15,29.5,23.5,87.0,239.6
colombo,2017-03-16,29.2,23.4,86.0,240.4
colombo,2017-03-17,29.8,23.5,85.0,276.4
colombo,2017-03-18,29.4,24.1,86.0,258.5
colombo,2017-03-19,29.6,24.0,85.0,239.7
colombo,2017-03-20,29.9,23.8,83.0,267.0
colombo,2017-03-21,30.2,24.1,84.0,271.1
colombo,2017-03-22,30.7,23.7,83.0,289.5
colombo,2017-03-23,29.8,23.2,83.0,269.3
colombo,2017-03-24,30.1,22.8,81.0,295.4
colombo,2017-03-25,29.0,22.9,80.0,248.8
colombo,2017-03-26,30.2,21.9,76.0,290.2
colombo,2017-03-27,29.2,22.8,78.0,211.7
colombo,2017-03-28,29.3,23.0,79.0,219.0
colombo,2017-03-29,30.5,23.6,84.0,209.2
colombo,2017-03-30,30.5,23.9,83.0,250.5
colombo,2017-03-31,30.4,24.5,84.0,223.2
colombo,2017-04-01,30.8,24.2,81.0,249.6
colombo,2017-04-02,30.4,24.1,83.0,249.8
colombo,2017-04-03,29.6,24.5,86.0,229.8
colombo,2017-04-04,29.6,24.5,87.0,217.9
colombo,2017-04-05,30.4,24.3,84.0,255.7
colombo,2017-04-06,30.3,24.4,85.0,240.5
colombo,2017-04-07,30.5,24.4,84.0,271.3
colombo,2017-04-08,30.3,24.3,83.0,260.3
colombo,2017-04-09,30.9,24.3,82.0,257.7
colombo,2017-04-10,30.6,24.0,81.0,251.4
colombo,2017-04-11,31.0,24.7,87.0,221.8
colombo,2017-04-12,30.0,24.6,89.0,173.1
colombo,2017-04-13,29.5,24.5,89.0,177.7
colombo,2017-04-14,29.8,25.0,87.0,182.7
colombo,2017-04-15,31.1,24.7,79.0,257.2
colombo,2017-04-16,31.2,24.8,79.0,267.0
colombo,2017-04-17,31.1,25.3,82.0,250.0
colombo,2017-04-18,31.2,24.5,76.0,264.5
colombo,2017-04-19,31.2,24.2,77.0,277.3
colombo,2017-04-20,31.1,24.3,78.0,265.8
colombo,2017-04-21,30.9,24.4,79.0,238.9
colombo,2017-04-22,31.2,24.5,79.0,255.0
colombo,2017-04-23,31.3,24.7,78.0,253.2
colombo,2017-04-24,30.8,24.7,81.0,226.7
colombo,2017-04-25,30.4,24.9,84.0,230.0
colombo,2017-04-26,31.1,24.6,80.0,245.6
colombo,2017-04-27,31.0,24.0,77.0,252.0
colombo,2017-04-28,31.0,24.6,81.0,248.5
colombo,2017-04-29,31.2,24.8,81.0,255.7
colombo,2017-04-30,32.0,24.2,80.0,270.2
colombo,2017-05-01,31.1,23.5,77.0,251.5
colombo,2017-05-02,31.2,23.7,78.0,260.0
colombo,2017-05-03,30.5,23.8,80.0,247.7
colombo,2017-05-04,31.4,23.8,78.0,248.9
colombo,2017-05-05,31.6,24.0,78.0,235.1
colombo,2017-05-06,31.6,23.9,78.0,200.2
colombo,2017-05-07,31.0,24.2,82.0,212.1
colombo,2017-05-08,31.7,23.8,79.0,251.8
colombo,2017-05-09,31.6,24.1,79.0,226.5
colombo,2017-05-10,31.7,24.5,82.0,240.7
colombo,2017-05-11,30.3,24.3,84.0,244.7
colombo,2017-05-12,30.9,24.4,83.0,214.2
colombo,2017-05-13,30.7,24.8,84.0,240.7
colombo,2017-05-14,30.4,25.2,86.0,209.3
colombo,2017-05-15,30.1,25.0,85.0,189.1
colombo,2017-05-16,30.7,25.2,83.0,224.5
colombo,2017-05-17,30.0,25.3,85.0,226.9
colombo,2017-05-18,28.1,24.9,89.0,103.1
colombo,2017-05-19,30.5,24.9,82.0,232.2
colombo,2017-05-20,29.4,24.9,85.0,185.8
colombo,2017-05-21,29.6,24.9,86.0,175.4
colombo,2017-05-22,28.5,24.8,89.0,96.5
colombo,2017-05-23,28.1,24.6,90.0,120.3
colombo,2017-05-24,28.5,24.9,90.0,151.7
colombo,2017-05-25,28.5,24.7,90.0,157.5
colombo,2017-05-26,28.6,24.6,88.0,132.1
colombo,2017-05-27,28.8,25.0,89.0,179.6
colombo,2017-05-28,29.6,25.2,86.0,225.3
colombo,2017-05-29,29.3,24.7,84.0,202.1
colombo,2017-05-30,28.1,24.1,85.0,88.6
colombo,2017-05-31,28.3,24.3,86.0,132.1
