location,datetime,tempmax,dew,humidity,solarradiation
jayawardanapura,2017-11-22,29.2,23.6,89.0,198.9
jayawardanapura,2017-11-23,29.2,23.7,89.0,161.5
jayawardanapura,2017-11-24,29.3,22.6,80.0,159.2
jayawardanapura,2017-11-25,26.2,21.8,84.0,53.0
jayawardanapura,2017-11-26,26.3,23.0,92.0,76.5
jayawardanapura,2017-11-27,27.1,23.1,93.0,69.2
jayawardanapura,2017-11-28,28.1,23.0,86.0,122.8
jayawardanapura,2017-11-29,26.5,23.4,90.0,67.6
jayawardanapura,2017-11-30,26.2,23.6,92.0,86.8
jayawardanapura,2017-12-01,26.0,23.7,94.0,33.9
jayawardanapura,2017-12-02,28.1,23.7,90.0,151.2
jayawardanapura,2017-12-03,28.8,23.5,88.0,191.6
jayawardanapura,2017-12-04,30.4,22.9,83.0,210.2
jayawardanapura,2017-12-05,30.1,22.6,81.0,241.9
jayawardanapura,2017-12-06,28.8,23.0,87.0,206.3
jayawardanapura,2017-12-07,28.6,23.2,86.0,218.0
jayawardanapura,2017-12-08,29.1,22.7,85.0,256.7
jayawardanapura,2017-12-09,28.8,21.4,83.0,260.2
jayawardanapura,2017-12-10,29.0,22.3,84.0,232.6
jayawardanapura,2017-12-11,28.3,23.4,85.0,214.4
jayawardanapura,2017-12-12,28.2,23.9,89.0,202.5
jayawardanapura,2017-12-13,28.9,23.6,90.0,196.6
jayawardanapura,2017-12-14,28.5,23.5,90.0,182.5
jayawardanapura,2017-12-15,28.6,23.4,89.0,212.0
jayawardanapura,2017-12-16,31.0,23.5,86.0,183.4
jayawardanapura,2017-12-17,30.5,22.3,79.0,212.5
jayawardanapura,2017-12-18,30.7,20.0,68.0,258.4
jayawardanapura,2017-12-19,30.6,21.3,76.0,211.8
jayawardanapura,2017-12-20,28.9,23.3,90.0,129.5
jayawardanapura,2017-12-21,28.2,22.7,88.0,129.8
jayawardanapura,2017-12-22,30.5,21.1,76.0,217.3
jayawardanapura,2017-12-23,30.2,20.1,70.0,254.2
jayawardanapura,2017-12-24,29.5,21.9,80.0,211.2
jayawardanapura,2017-12-25,30.3,22.7,82.0,234.2
jayawardanapura,2017-12-26,30.4,22.6,82.0,194.3
jayawardanapura,2017-12-27,30.5,22.2,78.0,205.1
jayawardanapura,2017-12-28,30.2,19.6,67.0,219.8
jayawardanapura,2017-12-29,30.4,19.7,69.0,244.2
jayawardanapura,2017-12-30,30.6,21.3,76.0,215.7
jayawardanapura,2017-12-31,30.8,21.9,80.0,253.4
jayawardanapura,2018-01-01,28.9,22.4,83.0,247.8
jayawardanapura,2018-01-02,29.2,22.1,82.0,240.0
jayawardanapura,2018-01-03,29.0,22.3,82.0,205.7
jayawardanapura,2018-01-04,31.6,19.6,70.0,252.9
jayawardanapura,2018-01-05,30.5,17.9,65.0,269.2
jayawardanapura,2018-01-06,30.2,17.4,64.0,269.8
jayawardanapura,2018-01-07,29.9,17.3,64.0,270.5
jayawardanapura,2018-01-08,31.0,18.2,67.0,233.9
jayawardanapura,2018-01-09,29.9,20.4,73.0,240.4
jayawardanapura,2018-01-10,29.9,22.1,80.0,205.5
jayawardanapura,2018-01-11,30.1,23.0,85.0,195.8
jayawardanapura,2018-01-12,29.6,22.8,85.0,208.6
jayawardanapura,2018-01-13,28.4,23.1,87.0,175.9
jayawardanapura,2018-01-14,30.6,23.0,84.0,208.3
jayawardanapura,2018-01-15,32.4,19.8,68.0,241.0
jayawardanapura,2018-01-16,32.6,18.5,63.0,225.6
jayawardanapura,2018-01-17,31.8,17.6,63.0,269.0
jayawardanapura,2018-01-18,31.9,16.5,59.0,272.9
jayawardanapura,2018-01-19,31.6,18.3,64.0,257.8
jayawardanapura,2018-01-20,30.8,18.5,65.0,258.6
jayawardanapura,2018-01-21,30.7,18.9,67.0,268.1
jayawardanapura,2018-01-22,29.4,20.2,73.0,214.3
jayawardanapura,2018-01-23,29.5,21.4,79.0,219.4
jayawardanapura,2018-01-24,30.3,21.0,77.0,256.6
jayawardanapura,2018-01-25,32.2,19.8,72.0,273.7
jayawardanapura,2018-01-26,30.9,20.3,73.0,266.7
jayawardanapura,2018-01-27,30.6,20.5,71.0,233.0
jayawardanapura,2018-01-28,31.4,18.3,60.0,246.7
jayawardanapura,2018-01-29,33.1,21.0,69.0,211.2
jayawardanapura,2018-01-30,31.3,22.5,74.0,167.0
jayawardanapura,2018-01-31,31.3,21.4,73.0,126.0
jayawardanapura,2018-02-01,31.5,21.3,72.0,234.8
jayawardanapura,2018-02-02,30.4,20.9,71.0,227.8
jayawardanapura,2018-02-03,31.5,20.1,67.0,240.0
jayawardanapura,2018-02-04,30.8,20.3,69.0,168.1
jayawardanapura,2018-02-05,31.0,21.2,72.0,239.2
jayawardanapura,2018-02-06,30.9,22.3,76.0,238.5
jayawardanapura,2018-02-07,30.2,23.0,82.0,233.9
jayawardanapura,2018-02-08,30.4,22.6,82.0,219.8
jayawardanapura,2018-02-09,30.9,23.1,82.0,241.6
jayawardanapura,2018-02-10,29.8,23.0,83.0,234.1
jayawardanapura,2018-02-11,30.1,22.5,79.0,258.4
jayawardanapura,2018-02-12,31.0,22.4,75.0,231.4
jayawardanapura,2018-02-13,31.2,21.8,74.0,233.0
jayawardanapura,2018-02-14,32.2,21.1,69.0,266.3
jayawardanapura,2018-02-15,33.5,21.9,71.0,218.7
jayawardanapura,2018-02-16,33.7,21.1,66.0,231.6
jayawardanapura,2018-02-17,32.8,20.2,67.0,283.7
jayawardanapura,2018-02-18,30.4,20.5,73.0,284.9
jayawardanapura,2018-02-19,31.2,20.2,70.0,275.5
jayawardanapura,2018-02-20,32.2,17.9,62.0,294.3
jayawardanapura,2018-02-21,30.0,19.2,67.0,295.5
jayawardanapura,2018-02-22,31.4,20.9,73.0,292.8
jayawardanapura,2018-02-23,30.6,21.8,75.0,250.3
jayawardanapura,2018-02-24,33.0,22.3,75.0,257.5
jayawardanapura,2018-02-25,32.2,23.0,79.0,166.5
jayawardanapura,2018-02-26,31.2,23.0,81.0,192.8
jayawardanapura,2018-02-27,29.6,23.3,86.0,211.0
jayawardanapura,2018-02-28,30.0,23.5,86.0,224.1
jayawardanapura,2018-03-01,30.4,23.9,83.0,253.7
jayawardanapura,2018-03-02,30.0,24.0,86.0,220.1
jayawardanapura,2018-03-03,30.0,24.1,88.0,228.7
jayawardanapura,2018-03-04,29.0,23.7,86.0,202.7
jayawardanapura,2018-03-05,30.0,23.6,85.0,245.2
jayawardanapura,2018-03-06,29.5,23.7,85.0,236.1
jayawardanapura,2018-03-07,29.4,23.0,83.0,198.4
jayawardanapura,2018-03-08,30.4,22.9,80.0,236.1
jayawardanapura,2018-03-09,30.6,23.5,86.0,146.8
jayawardanapura,2018-03-10,29.6,22.8,82.0,173.6
jayawardanapura,2018-03-11,30.4,22.7,81.0,155.2
jayawardanapura,2018-03-12,30.0,23.4,85.0,144.3
jayawardanapura,2018-03-13,30.1,23.5,85.0,200.2
jayawardanapura,2018-03-14,30.0,24.0,85.0,226.2
jayawardanapura,2018-03-15,31.2,24.1,83.0,255.7
jayawardanapura,2018-03-16,30.0,24.5,85.0,222.8
jayawardanapura,2018-03-17,29.6,24.7,89.0,198.3
jayawardanapura,2018-03-18,30.1,24.4,87.0,237.3
jayawardanapura,2018-03-19,29.6,24.7,88.0,257.9
jayawardanapura,2018-03-20,30.5,23.9,83.0,264.3
jayawardanapura,2018-03-21,30.2,24.0,83.0,255.8
jayawardanapura,2018-03-22,30.2,24.1,83.0,266.1
jayawardanapura,2018-03-23,30.6,24.2,82.0,257.4
jayawardanapura,2018-03-24,30.5,23.9,82.0,261.4
jayawardanapura,2018-03-25,30.6,22.7,77.0,257.1
jayawardanapura,2018-03-26,30.8,24.0,85.0,194.4
jayawardanapura,2018-03-27,29.8,24.1,88.0,236.1
jayawardanapura,2018-03-28,29.9,24.0,85.0,259.1
jayawardanapura,2018-03-29,30.4,24.1,83.0,256.4
jayawardanapura,2018-03-30,30.2,24.1,83.0,249.1
jayawardanapura,2018-03-31,30.5,24.5,83.0,227.9
jayawardanapura,2018-04-01,30.5,24.4,85.0,257.3
jayawardanapura,2018-04-02,29.9,24.5,87.0,239.0
jayawardanapura,2018-04-03,30.1,24.2,85.0,269.2
jayawardanapura,2018-04-04,30.6,23.8,82.0,267.6
jayawardanapura,2018-04-05,30.4,23.9,82.0,235.6
jayawardanapura,2018-04-06,30.3,23.9,86.0,235.9
jayawardanapura,2018-04-07,30.8,23.5,85.0,257.4
jayawardanapura,2018-04-08,30.7,23.6,83.0,246.4
jayawardanapura,2018-04-09,30.8,23.9,84.0,225.2
jayawardanapura,2018-04-10,31.5,23.7,81.0,268.2
jayawardanapura,2018-04-11,30.8,24.3,86.0,221.3
jayawardanapura,2018-04-12,30.7,23.8,86.0,222.1
jayawardanapura,2018-04-13,30.8,24.1,89.0,182.7
jayawardanapura,2018-04-14,31.0,24.0,88.0,223.0
jayawardanapura,2018-04-15,30.8,24.1,86.0,209.9
jayawardanapura,2018-04-16,30.7,24.3,85.0,236.0
jayawardanapura,2018-04-17,30.6,24.5,87.0,236.5
jayawardanapura,2018-04-18,29.5,24.5,90.0,179.5
jayawardanapura,2018-04-19,30.5,24.1,85.0,229.2
jayawardanapura,2018-04-20,30.4,24.6,85.0,259.4
jayawardanapura,2018-04-21,30.6,24.3,84.0,252.5
jayawardanapura,2018-04-22,30.3,24.9,86.0,251.1
jayawardanapura,2018-04-23,30.5,24.6,85.0,249.3
jayawardanapura,2018-04-24,30.8,24.2,84.0,237.1
jayawardanapura,2018-04-25,30.2,24.7,85.0,235.4
jayawardanapura,2018-04-26,30.5,24.7,87.0,221.7
jayawardanapura,2018-04-27,30.9,24.9,85.0,233.9
jayawardanapura,2018-04-28,30.0,24.7,87.0,201.8
jayawardanapura,2018-04-29,29.9,24.6,87.0,214.7
jayawardanapura,2018-04-30,29.8,24.8,86.0,221.9
jayawardanapura,2018-05-01,30.6,25.1,86.0,223.8
jayawardanapura,2018-05-02,30.0,25.3,89.0,215.9
jayawardanapura,2018-05-03,30.3,25.1,88.0,216.2
jayawardanapura,2018-05-04,30.0,24.5,85.0,187.1
jayawardanapura,2018-05-05,28.5,24.4,89.0,178.9
jayawardanapura,2018-05-06,29.6,24.6,87.0,158.7
jayawardanapura,2018-05-07,30.2,24.7,88.0,201.1
jayawardanapura,2018-05-08,29.5,24.4,88.0,161.9
jayawardanapura,2018-05-09,28.7,24.3,90.0,151.1
jayawardanapura,2018-05-10,30.3,24.4,89.0,203.1
jayawardanapura,2018-05-11,29.4,24.5,88.0,195.5
jayawardanapura,2018-05-12,28.2,24.4,90.0,166.1
jayawardanapura,2018-05-13,28.7,24.4,89.0,182.1
jayawardanapura,2018-05-14,29.2,24.2,90.0,162.1
jayawardanapura,2018-05-15,29.6,24.2,86.0,181.6
jayawardanapura,2018-05-16,28.5,24.3,90.0,176.3
jayawardanapura,2018-05-17,27.2,24.1,92.0,84.5
jayawardanapura,2018-05-18,27.1,23.8,92.0,104.8
jayawardanapura,2018-05-19,30.0,24.5,86.0,210.2
jayawardanapura,2018-05-20,27.9,24.3,91.0,127.0
jayawardanapura,2018-05-21,27.4,24.1,91.0,72.3
jayawardanapura,2018-05-22,28.6,24.6,90.0,156.1
jayawardanapura,2018-05-23,28.6,24.5,90.0,176.4
jayawardanapura,2018-05-24,27.0,24.4,92.0,69.7
jayawardanapura,2018-05-25,28.0,24.3,91.0,89.0
jayawardanapura,2018-05-26,27.5,24.4,90.0,120.0
jayawardanapura,2018-05-27,28.6,24.5,88.0,167.8
jayawardanapura,2018-05-28,29.5,24.6,84.0,191.8
jayawardanapura,2018-05-29,30.0,24.5,81.0,246.9
jayawardanapura,2018-05-30,30.0,24.8,81.0,258.8
jayawardanapura,2018-05-31,29.6,24.8,83.0,217.4
jayawardanapura,2018-06-01,28.2,24.4,88.0,147.7
jayawardanapura,2018-06-02,28.9,24.5,88.0,168.0
jayawardanapura,2018-06-03,28.8,24.5,89.0,173.8
jayawardanapura,2018-06-04,28.4,24.3,87.0,157.1
jayawardanapura,2018-06-05,29.2,24.5,86.0,201.8
jayawardanapura,2018-06-06,28.5,24.5,89.0,131.3
jayawardanapura,2018-06-07,27.3,24.4,88.0,151.1
jayawardanapura,2018-06-08,28.6,24.6,86.0,205.1
jayawardanapura,2018-06-09,29.1,24.5,84.0,227.5
jayawardanapura,2018-06-10,29.5,24.6,83.0,235.1
jayawardanapura,2018-06-11,29.2,24.6,85.0,250.5
jayawardanapura,2018-06-12,29.1,24.5,84.0,242.6
jayawardanapura,2018-06-13,28.5,24.5,85.0,205.8
jayawardanapura,2018-06-14,28.1,24.2,88.0,168.9
jayawardanapura,2018-06-15,28.5,24.4,88.0,208.5
jayawardanapura,2018-06-16,27.0,24.1,89.0,140.5
jayawardanapura,2018-06-17,28.4,24.4,85.0,171.4
jayawardanapura,2018-06-18,28.5,24.1,84.0,198.8
jayawardanapura,2018-06-19,28.5,23.8,82.0,240.0
jayawardanapura,2018-06-20,28.9,23.7,82.0,243.3
jayawardanapura,2018-06-21,27.6,24.1,88.0,182.3
jayawardanapura,2018-06-22,27.5,24.2,88.0,178.1
jayawardanapura,2018-06-23,28.2,24.0,86.0,201.5
jayawardanapura,2018-06-24,28.3,24.1,86.0,203.5
jayawardanapura,2018-06-25,28.0,24.1,86.0,196.9
jayawardanapura,2018-06-26,28.3,24.2,86.0,163.4
jayawardanapura,2018-06-27,28.0,23.9,85.0,209.6
jayawardanapura,2018-06-28,28.6,24.1,86.0,220.1
jayawardanapura,2018-06-29,28.1,24.0,86.0,203.1
jayawardanapura,2018-06-30,28.3,24.3,89.0,184.3
jayawardanapura,2018-07-01,28.5,24.1,86.0,197.3
jayawardanapura,2018-07-02,27.6,23.8,89.0,153.9
jayawardanapura,2018-07-03,28.9,24.4,86.0,210.6
jayawardanapura,2018-07-04,28.9,24.6,86.0,246.1
jayawardanapura,2018-07-05,28.9,24.5,86.0,246.0
jayawardanapura,2018-07-06,29.0,24.3,85.0,218.2
jayawardanapura,2018-07-07,28.7,23.8,81.0,231.1
jayawardanapura,2018-07-08,28.3,24.0,84.0,191.1
jayawardanapura,2018-07-09,28.1,23.9,87.0,191.4
jayawardanapura,2018-07-10,27.5,23.5,86.0,185.2
jayawardanapura,2018-07-11,27.1,23.7,88.0,125.7
jayawardanapura,2018-07-12,27.9,24.0,87.0,216.5
jayawardanapura,2018-07-13,28.6,24.2,85.0,227.4
jayawardanapura,2018-07-14,28.3,23.7,83.0,234.4
jayawardanapura,2018-07-15,28.0,24.1,87.0,161.6
jayawardanapura,2018-07-16,28.2,24.1,86.0,198.9
jayawardanapura,2018-07-17,28.5,24.1,85.0,252.9
jayawardanapura,2018-07-18,28.2,24.3,86.0,266.1
jayawardanapura,2018-07-19,28.2,24.0,85.0,237.2
jayawardanapura,2018-07-20,28.6,23.7,83.0,258.6
jayawardanapura,2018-07-21,28.6,23.9,84.0,260.6
jayawardanapura,2018-07-22,28.4,24.1,85.0,278.6
jayawardanapura,2018-07-23,28.6,24.0,85.0,270.9
jayawardanapura,2018-07-24,27.8,23.8,84.0,179.5
jayawardanapura,2018-07-25,28.1,24.0,87.0,214.4
jayawardanapura,2018-07-26,28.1,23.9,86.0,240.9
jayawardanapura,2018-07-27,28.1,24.0,87.0,234.3
jayawardanapura,2018-07-28,27.9,23.9,87.0,248.5
jayawardanapura,2018-07-29,28.1,23.8,85.0,232.1
jayawardanapura,2018-07-30,27.8,23.8,88.0,197.2
jayawardanapura,2018-07-31,27.6,23.7,89.0,196.5
jayawardanapura,2018-08-01,28.3,24.2,88.0,220.2
jayawardanapura,2018-08-02,27.6,24.1,90.0,189.1
jayawardanapura,2018-08-03,28.0,24.2,87.0,230.7
jayawardanapura,2018-08-04,28.5,24.4,86.0,242.7
jayawardanapura,2018-08-05,28.5,23.9,84.0,241.7
jayawardanapura,2018-08-06,28.4,23.7,83.0,237.5
jayawardanapura,2018-08-07,27.6,23.6,85.0,215.5
jayawardanapura,2018-08-08,27.4,23.7,88.0,216.9
jayawardanapura,2018-08-09,27.5,23.8,88.0,170.9
jayawardanapura,2018-08-10,27.6,24.0,87.0,185.1
jayawardanapura,2018-08-11,28.0,24.1,86.0,271.4
jayawardanapura,2018-08-12,27.0,23.9,88.0,135.9
jayawardanapura,2018-08-13,27.6,24.2,88.0,207.1
jayawardanapura,2018-08-14,27.2,24.0,89.0,176.7
jayawardanapura,2018-08-15,27.5,23.8,88.0,163.5
jayawardanapura,2018-08-16,28.2,23.7,84.0,228.7
jayawardanapura,2018-08-17,27.6,23.8,86.0,213.1
jayawardanapura,2018-08-18,27.3,23.5,85.0,189.7
jayawardanapura,2018-08-19,27.5,23.8,86.0,210.1
jayawardanapura,2018-08-20,27.8,23.8,86.0,262.2
jayawardanapura,2018-08-21,27.9,23.8,88.0,265.6
jayawardanapura,2018-08-22,27.8,24.0,89.0,253.3
jayawardanapura,2018-08-23,27.7,23.8,89.0,243.7
jayawardanapura,2018-08-24,27.8,23.8,88.0,247.4
jayawardanapura,2018-08-25,27.4,23.6,87.0,195.6
jayawardanapura,2018-08-26,27.6,23.7,88.0,225.6
jayawardanapura,2018-08-27,28.0,24.0,88.0,247.6
jayawardanapura,2018-08-28,27.9,23.8,87.0,246.3
jayawardanapura,2018-08-29,27.9,23.8,86.0,226.0
jayawardanapura,2018-08-30,28.2,23.9,87.0,242.3
jayawardanapura,2018-08-31,28.4,23.9,86.0,244.8
jayawardanapura,2018-09-01,28.5,23.8,86.0,270.4
jayawardanapura,2018-09-02,28.8,23.9,86.0,279.2
jayawardanapura,2018-09-03,28.6,23.7,86.0,278.4
jayawardanapura,2018-09-04,28.6,23.5,85.0,277.4
jayawardanapura,2018-09-05,28.6,23.1,83.0,279.4
jayawardanapura,2018-09-06,28.8,22.8,79.0,281.2
jayawardanapura,2018-09-07,28.9,23.2,81.0,292.6
jayawardanapura,2018-09-08,28.9,23.1,80.0,276.2
jayawardanapura,2018-09-09,29.1,23.6,83.0,232.3
jayawardanapura,2018-09-10,29.4,23.4,80.0,234.8
jayawardanapura,2018-09-11,29.5,23.5,83.0,280.6
jayawardanapura,2018-09-12,29.6,23.1,80.0,285.4
jayawardanapura,2018-09-13,29.6,22.8,76.0,268.3
jayawardanapura,2018-09-14,29.9,22.9,78.0,265.1
jayawardanapura,2018-09-15,29.5,23.0,77.0,258.2
jayawardanapura,2018-09-16,29.9,22.6,75.0,250.7
jayawardanapura,2018-09-17,29.5,23.4,77.0,227.5
jayawardanapura,2018-09-18,29.8,23.2,76.0,253.6
jayawardanapura,2018-09-19,28.2,23.9,82.0,148.8
jayawardanapura,2018-09-20,29.5,23.9,83.0,200.6
jayawardanapura,2018-09-21,27.3,23.7,89.0,137.8
jayawardanapura,2018-09-22,28.6,24.2,87.0,202.5
jayawardanapura,2018-09-23,29.0,24.1,87.0,221.6
jayawardanapura,2018-09-24,27.8,23.8,90.0,175.7
jayawardanapura,2018-09-25,28.8,24.0,87.0,207.5
jayawardanapura,2018-09-26,28.9,24.4,89.0,210.9
jayawardanapura,2018-09-27,28.8,24.4,89.0,201.1
jayawardanapura,2018-09-28,28.5,24.1,89.0,202.2
jayawardanapura,2018-09-29,27.8,24.0,90.0,189.9
jayawardanapura,2018-09-30,28.9,24.2,90.0,172.7
jayawardanapura,2018-10-01,29.2,23.8,88.0,199.7
jayawardanapura,2018-10-02,28.5,23.9,90.0,186.5
jayawardanapura,2018-10-03,27.8,24.0,90.0,181.8
jayawardanapura,2018-10-04,28.7,24.2,88.0,204.0
jayawardanapura,2018-10-05,29.4,24.3,89.0,169.3
jayawardanapura,2018-10-06,27.8,24.2,92.0,164.5
jayawardanapura,2018-10-07,27.0,23.8,94.0,94.9
jayawardanapura,2018-10-08,28.0,24.0,92.0,143.8
jayawardanapura,2018-10-09,27.9,23.9,90.0,142.0
jayawardanapura,2018-10-10,28.0,24.0,91.0,191.0
jayawardanapura,2018-10-11,28.3,24.0,89.0,181.9
jayawardanapura,2018-10-12,27.8,23.9,90.0,186.5
jayawardanapura,2018-10-13,27.8,23.4,90.0,166.7
jayawardanapura,2018-10-14,28.5,23.5,86.0,225.3
jayawardanapura,2018-10-15,29.1,23.8,86.0,250.4
jayawardanapura,2018-10-16,28.5,23.5,87.0,228.6
jayawardanapura,2018-10-17,27.5,23.3,89.0,179.2
jayawardanapura,2018-10-18,28.9,23.7,86.0,259.3
jayawardanapura,2018-10-19,28.5,23.9,88.0,226.1
jayawardanapura,2018-10-20,27.9,23.3,90.0,193.7
jayawardanapura,2018-10-21,28.1,23.7,91.0,208.1
jayawardanapura,2018-10-22,28.1,24.2,91.0,200.0
jayawardanapura,2018-10-23,27.9,23.7,89.0,183.3
jayawardanapura,2018-10-24,28.2,23.8,90.0,201.7
jayawardanapura,2018-10-25,27.4,23.0,91.0,104.5
jayawardanapura,2018-10-26,29.0,23.7,90.0,215.9
jayawardanapura,2018-10-27,29.2,23.9,90.0,178.2
jayawardanapura,2018-10-28,28.8,23.7,89.0,160.6
jayawardanapura,2018-10-29,28.8,23.5,86.0,195.5
jayawardanapura,2018-10-30,28.9,23.5,84.0,225.7
jayawardanapura,2018-10-31,28.4,24.3,88.0,131.3
jayawardanapura,2018-11-01,27.5,24.0,90.0,110.4
jayawardanapura,2018-11-02,29.0,23.9,89.0,179.1
jayawardanapura,2018-11-03,28.7,24.1,92.0,175.6
jayawardanapura,2018-11-04,30.0,24.0,88.0,205.3
jayawardanapura,2018-11-05,27.2,24.1,92.0,70.9
jayawardanapura,2018-11-06,27.2,23.4,89.0,103.1
jayawardanapura,2018-11-07,27.1,23.4,92.0,98.1
jayawardanapura,2018-11-08,27.6,23.4,92.0,122.9
jayawardanapura,2018-11-09,28.8,23.6,90.0,126.1
jayawardanapura,2018-11-10,30.4,22.8,82.0,225.5
jayawardanapura,2018-11-11,29.5,21.9,80.0,240.5
jayawardanapura,2018-11-12,28.6,22.5,84.0,250.6
jayawardanapura,2018-11-13,28.6,22.9,84.0,237.3
jayawardanapura,2018-11-14,29.0,23.3,85.0,220.9
jayawardanapura,2018-11-15,29.4,23.7,86.0,246.4
jayawardanapura,2018-11-16,28.4,24.4,90.0,187.4
jayawardanapura,2018-11-17,28.9,23.8,88.0,235.8
jayawardanapura,2018-11-18,28.9,23.6,88.0,193.6
jayawardanapura,2018-11-19,28.6,23.9,91.0,164.5
jayawardanapura,2018-11-20,27.1,23.8,91.0,161.9
jayawardanapura,2018-11-21,28.0,23.4,87.0,187.8
jayawardanapura,2018-11-22,29.3,23.1,84.0,242.3
jayawardanapura,2018-11-23,28.7,23.8,90.0,188.7
jayawardanapura,2018-11-24,28.3,23.4,90.0,182.2
jayawardanapura,2018-11-25,29.0,23.6,88.0,223.5
jayawardanapura,2018-11-26,30.6,23.3,84.0,225.0
jayawardanapura,2018-11-27,29.9,23.1,83.0,198.1
jayawardanapura,2018-11-28,29.5,23.3,87.0,154.6
jayawardanapura,2018-11-29,29.4,23.9,89.0,219.9
jayawardanapura,2018-11-30,28.5,23.7,90.0,199.7
jayawardanapura,2018-12-01,31.1,22.3,80.0,246.9
jayawardanapura,2018-12-02,30.6,21.7,76.0,247.8
jayawardanapura,2018-12-03,28.6,23.1,85.0,142.8
jayawardanapura,2018-12-04,29.2,23.8,87.0,218.6
jayawardanapura,2018-12-05,27.5,24.0,91.0,135.3
jayawardanapura,2018-12-06,28.5,24.0,90.0,109.5
jayawardanapura,2018-12-07,30.5,24.0,88.0,190.6
jayawardanapura,2018-12-08,30.9,23.5,83.0,209.0
jayawardanapura,2018-12-09,30.6,22.7,81.0,206.2
jayawardanapura,2018-12-10,29.5,22.0,80.0,158.7
jayawardanapura,2018-12-11,29.5,21.3,78.0,195.0
jayawardanapura,2018-12-12,28.4,21.6,81.0,255.7
jayawardanapura,2018-12-13,29.4,21.5,80.0,233.7
jayawardanapura,2018-12-14,29.5,22.0,82.0,226.9
jayawardanapura,2018-12-15,28.2,22.8,85.0,188.4
jayawardanapura,2018-12-16,29.0,22.6,84.0,240.5
jayawardanapura,2018-12-17,29.1,21.0,81.0,261.6
jayawardanapura,2018-12-18,29.3,22.5,85.0,246.1
jayawardanapura,2018-12-19,29.2,23.1,86.0,230.1
jayawardanapura,2018-12-20,29.1,22.2,80.0,182.6
jayawardanapura,2018-12-21,28.4,23.2,88.0,79.7
jayawardanapura,2018-12-22,29.0,22.5,84.0,225.6
jayawardanapura,2018-12-23,28.9,23.3,88.0,203.7
jayawardanapura,2018-12-24,28.6,23.4,89.0,201.2
jayawardanapura,2018-12-25,29.6,23.3,88.0,210.9
jayawardanapura,2018-12-26,28.4,23.6,89.0,209.0
jayawardanapura,2018-12-27,28.5,23.6,90.0,192.6
jayawardanapura,2018-12-28,28.7,22.9,86.0,228.3
jayawardanapura,2018-12-29,28.9,22.1,82.0,231.7
jayawardanapura,2018-12-30,31.3,20.0,71.0,241.1
jayawardanapura,2018-12-31,30.0,21.1,76.0,236.4
jayawardanapura,2019-01-01,30.6,20.6,72.0,245.1
jayawardanapura,2019-01-02,30.4,19.2,66.0,256.9
jayawardanapura,2019-01-03,30.9,19.0,64.0,261.8
jayawardanapura,2019-01-04,30.9,18.1,63.0,266.8
jayawardanapura,2019-01-05,30.8,20.3,70.0,224.2
jayawardanapura,2019-01-06,31.1,19.0,66.0,271.5
jayawardanapura,2019-01-07,30.5,20.3,72.0,252.2
jayawardanapura,2019-01-08,32.0,21.2,72.0,237.8
jayawardanapura,2019-01-09,32.6,20.7,68.0,225.5
jayawardanapura,2019-01-10,32.2,21.4,72.0,221.8
jayawardanapura,2019-01-11,30.5,20.9,71.0,209.3
jayawardanapura,2019-01-12,31.1,20.9,71.0,181.2
jayawardanapura,2019-01-13,31.7,22.4,78.0,166.6
jayawardanapura,2019-01-14,30.9,22.3,79.0,178.5
jayawardanapura,2019-01-15,31.5,21.7,74.0,217.1
jayawardanapura,2019-01-16,31.0,20.8,70.0,212.7
jayawardanapura,2019-01-17,32.2,18.4,62.0,274.2
jayawardanapura,2019-01-18,31.5,18.1,62.0,260.7
jayawardanapura,2019-01-19,30.8,18.4,66.0,266.8
jayawardanapura,2019-01-20,32.0,20.1,72.0,252.9
jayawardanapura,2019-01-21,30.5,21.0,76.0,258.0
jayawardanapura,2019-01-22,30.4,21.7,78.0,248.8
jayawardanapura,2019-01-23,32.3,21.6,78.0,273.2
jayawardanapura,2019-01-24,31.1,22.4,79.0,266.5
jayawardanapura,2019-01-25,29.9,23.0,82.0,250.8
jayawardanapura,2019-01-26,30.2,23.2,82.0,252.7
jayawardanapura,2019-01-27,30.1,23.2,84.0,237.8
jayawardanapura,2019-01-28,29.6,23.1,84.0,233.6
jayawardanapura,2019-01-29,33.3,20.0,68.0,277.0
jayawardanapura,2019-01-30,34.0,18.9,60.0,273.7
jayawardanapura,2019-01-31,33.7,20.7,69.0,268.0
jayawardanapura,2019-02-01,33.5,21.0,68.0,273.2
jayawardanapura,2019-02-02,32.9,21.3,68.0,233.1
jayawardanapura,2019-02-03,32.8,22.4,75.0,211.7
jayawardanapura,2019-02-04,31.5,23.1,84.0,156.8
jayawardanapura,2019-02-05,30.7,23.3,86.0,166.4
jayawardanapura,2019-02-06,30.3,23.6,89.0,197.4
jayawardanapura,2019-02-07,29.0,23.5,85.0,220.3
jayawardanapura,2019-02-08,29.1,24.0,88.0,224.8
jayawardanapura,2019-02-09,29.0,23.7,90.0,219.8
jayawardanapura,2019-02-10,28.6,23.7,88.0,248.8
jayawardanapura,2019-02-11,31.8,22.4,77.0,252.2
jayawardanapura,2019-02-12,32.2,21.6,71.0,254.7
jayawardanapura,2019-02-13,32.0,21.9,72.0,215.9
jayawardanapura,2019-02-14,31.2,23.0,78.0,213.6
